frame,North_Straight,North_Left,South_Straight,South_Left,East_Straight,East_Left,West_Straight,West_Left,Center
1410,3,2,3,2,10,4,12,0,7
1411,3,2,3,2,10,4,12,0,7
1412,3,2,3,2,10,3,12,1,7
1413,3,2,3,2,10,3,12,1,7
1414,3,2,3,2,10,2,12,1,7
1415,3,2,3,2,10,2,12,1,7
1416,3,2,3,2,10,2,12,1,7
1417,3,2,3,2,10,2,12,1,7
1418,3,2,3,2,10,2,12,1,7
1419,3,2,3,2,10,2,12,0,7
1420,3,2,3,2,10,2,12,0,7
1421,3,2,3,2,10,2,12,0,7
1422,3,2,3,2,10,2,12,0,6
1423,3,2,3,2,10,2,12,0,6
1424,3,2,3,2,10,2,12,0,6
1425,3,2,3,2,10,2,12,0,6
1426,3,2,3,2,10,2,12,0,6
1427,3,2,3,2,10,3,12,0,6
1428,3,2,3,2,10,3,12,0,6
1429,3,2,3,2,10,3,12,0,6
1430,3,2,3,2,10,3,12,0,6
1431,3,2,3,2,10,3,12,0,6
1432,3,2,3,2,9,4,12,0,7
1433,3,2,3,2,9,4,12,0,7
1434,3,2,3,2,10,3,12,0,7
1435,3,2,3,2,10,3,12,0,7
1436,3,2,3,2,10,3,12,0,7
1437,3,2,3,2,10,3,12,0,7
1438,3,2,3,2,10,3,12,0,7
1439,3,2,3,2,10,3,12,0,6
1440,3,2,3,2,10,3,12,0,6
1441,3,2,3,2,10,3,12,0,6
1442,3,2,3,2,10,3,12,0,6
1443,3,2,3,2,10,3,12,0,6
1444,3,2,3,2,10,3,12,0,6
1445,3,2,3,2,10,3,12,0,6
1446,3,2,3,2,10,3,12,0,6
1447,3,2,3,2,10,3,12,0,6
1448,3,2,3,2,10,3,12,0,6
1449,3,2,3,2,10,3,12,0,5
1450,3,2,3,2,10,3,12,0,5
1451,3,2,3,2,10,3,12,0,5
1452,3,2,3,2,9,4,12,0,5
1453,3,2,3,2,9,4,12,0,5
1454,3,2,3,2,9,4,12,0,5
1455,3,2,3,2,9,4,12,0,5
1456,3,2,3,2,9,4,12,0,5
1457,3,2,3,2,9,4,12,0,5
1458,3,2,3,2,9,4,12,0,5
1459,3,2,3,2,9,4,12,0,5
1460,3,2,3,2,9,4,12,0,5
1461,3,2,3,2,9,4,12,0,5
1462,3,2,3,2,9,4,12,0,5
1463,3,2,3,2,9,4,12,0,5
1464,3,2,3,2,9,4,12,0,5
1465,3,2,3,2,9,4,12,0,5
1466,3,2,3,2,9,4,12,0,5
1467,3,2,3,2,9,4,12,0,4
1468,3,2,3,2,9,4,12,0,4
1469,3,2,3,2,9,4,12,0,4
1470,3,2,3,2,9,4,12,0,4
1471,3,2,3,2,9,4,12,0,4
1472,3,2,3,2,9,4,12,0,4
1473,3,2,3,2,9,4,12,0,4
1474,3,2,3,2,9,4,12,0,4
1475,3,2,3,2,9,4,12,0,4
1476,3,2,3,2,9,4,12,0,4
1477,3,2,3,2,9,4,12,0,3
1478,3,2,3,2,9,4,12,0,3
1479,3,2,3,2,9,4,12,0,3
1480,3,2,3,2,9,4,12,0,3
1481,3,2,3,2,9,4,12,0,3
1482,3,2,3,2,9,4,12,0,3
1483,3,2,3,2,9,4,12,0,3
1484,3,2,3,2,9,4,12,0,3
1485,3,2,3,2,9,4,12,0,3
1486,3,2,3,2,9,4,12,0,3
1487,3,2,3,2,9,4,12,0,3
1488,3,2,3,2,9,4,12,0,3
1489,3,2,3,2,9,4,12,0,3
1490,3,2,3,2,9,4,12,0,3
1491,3,2,3,2,9,4,12,0,3
1492,3,2,3,2,9,4,12,0,3
1493,3,2,3,2,9,4,12,0,3
1494,3,2,3,2,9,4,12,0,2
1495,3,2,3,2,9,4,12,0,2
1496,3,2,3,2,9,4,12,0,2
1497,3,2,3,2,9,4,12,0,2
1498,3,2,3,2,9,4,12,0,2
1499,3,2,3,2,9,4,11,0,2
1500,3,2,3,2,9,4,11,0,2
1501,3,2,3,2,9,4,11,0,2
1502,3,2,3,2,9,4,12,0,2
1503,3,2,3,2,9,4,12,0,2
1504,3,2,3,2,9,4,12,0,2
1505,3,2,3,2,9,4,12,0,2
1506,3,2,3,2,9,4,12,0,2
1507,3,2,3,2,9,4,12,0,1
1508,3,2,3,2,9,4,12,0,1
1509,3,2,3,2,9,4,11,0,1
1510,3,2,3,2,9,4,11,0,1
1511,3,2,3,2,9,4,11,0,1
1512,3,2,3,2,9,4,11,0,1
1513,3,2,3,2,9,4,11,0,1
1514,3,2,3,2,9,4,11,0,1
1515,3,2,3,2,9,4,12,0,1
1516,3,2,3,2,9,4,12,0,1
1517,3,2,3,2,9,4,12,0,1
1518,3,2,3,2,9,4,12,0,1
1519,3,2,3,2,9,4,12,0,1
1520,3,2,3,2,9,4,12,0,0
1521,3,2,3,2,9,4,12,0,0
1522,3,2,3,2,9,4,12,0,0
1523,3,2,3,2,9,4,12,0,0
1524,3,2,3,2,9,4,12,0,0
1525,3,2,3,2,9,4,12,0,0
1526,3,2,3,2,9,4,12,0,0
1527,3,2,3,2,9,4,12,0,0
1528,3,2,3,2,9,4,12,0,0
1529,3,2,3,2,9,4,12,0,0
1530,3,2,3,2,9,4,12,0,0
1531,3,2,3,2,9,4,12,0,0
1532,3,2,3,2,9,4,12,0,0
1533,3,2,3,2,9,4,12,0,0
1534,3,2,3,2,9,4,12,0,0
1535,3,2,3,2,9,4,12,0,0
1536,3,2,3,2,9,4,12,0,0
1537,3,2,3,2,9,4,12,0,0
1538,3,2,3,2,9,4,12,0,0
1539,3,2,3,2,9,4,12,0,0
1540,3,2,3,2,9,4,12,0,0
1541,3,2,3,2,9,4,12,0,0
1542,3,2,3,2,9,4,12,0,0
1543,3,2,3,2,9,4,12,0,0
1544,3,2,3,2,9,4,12,0,0
1545,3,2,3,2,9,4,12,0,0
1546,3,2,3,2,9,4,12,0,0
1547,3,2,3,2,9,4,12,0,0
1548,3,2,3,2,9,4,12,0,0
1549,3,2,3,2,9,4,12,0,0
1550,3,2,3,2,9,4,12,0,0
1551,3,2,3,2,9,4,12,0,0
1552,3,2,3,2,9,4,12,0,1
1553,3,2,3,2,9,4,12,0,1
1554,3,2,3,2,9,4,12,0,1
1555,3,2,3,2,9,4,12,0,1
1556,3,2,3,2,9,4,12,0,1
1557,3,2,3,2,8,3,12,0,1
1558,3,2,3,2,8,4,12,0,1
1559,3,2,2,2,8,3,12,0,1
1560,3,2,3,2,8,3,12,0,1
1561,3,2,3,2,8,3,12,0,1
1562,3,2,3,2,8,3,12,0,1
1563,3,2,3,2,8,3,12,0,1
1564,3,2,3,2,8,3,12,0,1
1565,3,2,3,2,8,4,13,0,1
1566,3,2,3,2,8,4,13,0,1
1567,3,2,3,2,8,4,12,0,2
1568,3,2,3,2,8,4,12,0,2
1569,3,2,3,2,8,4,12,0,2
1570,3,2,3,2,8,4,12,0,2
1571,3,2,3,2,8,4,12,0,2
1572,3,2,3,2,8,4,12,0,1
1573,3,2,3,2,8,4,12,0,1
1574,3,2,3,2,8,4,12,0,1
1575,3,2,3,2,8,4,12,0,1
1576,3,2,3,2,8,4,12,0,1
1577,3,2,3,2,8,3,12,0,2
1578,3,2,3,2,8,3,12,0,2
1579,3,2,3,2,8,3,12,0,2
1580,3,2,3,2,8,3,12,0,2
1581,3,2,3,2,8,4,12,0,2
1582,3,2,3,2,8,4,12,0,2
1583,3,2,3,2,8,4,12,0,2
1584,3,2,3,2,8,4,12,0,2
1585,3,2,3,2,8,3,12,0,2
1586,3,2,3,2,8,3,12,0,2
1587,3,2,3,2,8,3,12,0,2
1588,3,2,3,2,8,3,12,0,2
1589,3,2,3,2,8,3,12,0,2
1590,3,2,3,2,8,4,12,0,2
1591,3,2,3,2,8,4,12,0,2
1592,3,2,3,2,8,4,12,0,2
1593,3,2,3,2,8,4,12,0,2
1594,3,2,3,2,8,4,12,0,2
1595,3,2,3,2,8,3,13,0,2
1596,3,2,3,2,8,3,13,0,2
1597,3,2,3,2,8,3,13,0,3
1598,3,2,3,2,8,3,13,0,3
1599,3,2,3,2,8,3,13,0,3
1600,3,2,3,2,8,3,12,0,3
1601,3,2,3,2,8,3,12,0,3
1602,3,2,3,2,7,3,12,0,3
1603,3,2,3,2,7,3,12,0,3
1604,3,2,3,2,7,3,12,0,3
1605,3,2,3,2,7,3,11,0,3
1606,3,2,3,2,7,3,11,0,3
1607,3,2,3,2,6,3,11,0,3
1608,3,2,3,2,6,3,11,0,3
1609,3,2,3,2,6,3,11,0,3
1610,3,2,3,2,6,3,11,0,5
1611,3,2,3,2,6,3,11,0,5
1612,3,2,3,2,6,3,11,0,6
1613,3,2,3,2,6,3,11,0,6
1614,3,2,3,2,6,3,11,0,6
1615,3,2,3,2,7,3,11,0,6
1616,3,2,3,2,7,3,11,0,6
1617,3,2,3,2,6,3,11,0,6
1618,3,2,3,2,6,3,11,0,6
1619,3,2,3,2,6,3,11,0,6
1620,3,2,3,2,7,3,11,0,6
1621,3,2,3,2,7,3,11,0,6
1622,3,2,3,2,6,3,11,0,6
1623,3,2,3,2,6,3,11,0,6
1624,3,2,3,2,6,3,11,0,6
1625,3,2,3,2,6,3,9,0,6
1626,3,2,3,2,6,3,10,0,6
1627,3,2,3,2,6,3,10,0,6
1628,3,2,3,2,6,3,10,0,6
1629,3,2,3,2,6,3,10,0,6
1630,3,2,3,2,7,3,10,0,6
1631,3,2,3,2,7,3,10,0,6
1632,3,2,3,2,7,3,10,0,7
1633,3,2,3,2,7,3,10,0,7
1634,3,2,3,2,7,3,10,0,7
1635,3,2,3,2,6,3,9,0,7
1636,3,2,3,2,6,3,9,0,7
1637,3,2,3,2,5,4,9,0,7
1638,3,2,3,2,5,4,9,0,7
1639,3,2,3,2,5,4,9,0,7
1640,3,2,3,2,5,3,7,0,7
1641,3,2,3,2,5,2,7,0,7
1642,3,2,3,2,6,3,8,0,6
1643,3,2,3,2,6,3,8,0,6
1644,3,2,3,2,6,3,8,0,6
1645,3,2,3,2,5,2,7,0,7
1646,3,2,3,2,5,2,8,0,7
1647,3,2,3,2,6,2,7,0,9
1648,3,2,3,2,5,2,7,0,9
1649,3,2,3,2,5,2,7,0,9
1650,3,2,3,2,5,2,7,0,9
1651,3,2,3,2,5,2,7,0,9
1652,3,2,3,2,5,2,6,0,9
1653,3,2,3,2,5,2,6,0,9
1654,3,2,3,2,5,2,6,0,9
1655,3,2,3,2,5,2,6,0,10
1656,3,2,3,2,5,2,6,0,10
1657,3,2,3,2,4,2,7,0,9
1658,3,2,3,2,4,2,7,0,9
1659,3,2,3,2,4,2,7,0,9
1660,3,2,3,2,4,2,7,0,9
1661,3,2,3,2,4,2,7,0,9
1662,3,2,3,2,4,3,5,0,9
1663,3,2,3,2,4,3,5,0,9
1664,3,2,3,2,4,3,5,0,9
1665,3,2,3,2,4,2,5,0,9
1666,3,2,3,2,4,2,5,0,9
1667,3,2,3,2,4,2,5,0,9
1668,3,2,3,2,4,2,5,0,9
1669,3,2,3,2,4,2,5,0,9
1670,3,2,3,2,3,2,5,0,11
1671,3,2,3,2,3,2,5,0,11
1672,3,2,3,2,3,2,5,0,10
1673,3,2,3,2,3,2,6,0,10
1674,3,2,3,2,3,2,6,0,10
1675,3,2,3,2,3,2,7,0,10
1676,3,2,3,2,3,2,7,0,10
1677,3,2,3,2,3,2,7,0,11
1678,3,2,3,2,3,2,7,0,11
1679,3,2,3,2,3,2,6,0,11
1680,3,2,3,2,3,2,7,0,11
1681,3,2,3,2,3,2,7,0,11
1682,3,2,3,2,2,2,7,0,11
1683,3,2,3,2,3,2,7,0,11
1684,3,2,3,2,3,2,7,0,11
1685,3,2,3,2,3,2,7,0,11
1686,3,2,3,2,3,2,7,0,11
1687,3,2,3,2,3,2,7,0,10
1688,3,2,3,2,3,2,7,0,10
1689,3,2,3,2,3,2,7,0,10
1690,3,2,3,2,3,2,7,0,10
1691,3,2,3,2,3,2,7,0,10
1692,3,2,3,2,3,2,7,0,10
1693,3,2,3,2,3,2,7,0,10
1694,3,2,3,2,3,2,7,0,10
1695,3,2,3,2,3,2,6,0,10
1696,3,2,3,2,3,2,6,0,10
1697,3,2,3,2,3,2,5,0,10
1698,3,2,3,2,3,2,5,0,10
1699,3,2,3,2,3,2,5,0,10
1700,3,2,3,2,3,2,4,0,9
1701,3,2,3,2,3,2,4,0,9
1702,3,2,3,2,3,2,4,0,9
1703,3,2,3,2,3,2,4,0,9
1704,3,2,3,2,3,2,4,0,9
1705,3,2,3,2,3,2,4,0,11
1706,3,2,3,2,3,2,4,0,11
1707,3,2,3,2,3,2,4,0,11
1708,3,2,3,2,4,2,4,0,11
1709,3,2,3,2,4,2,4,0,11
1710,3,2,3,2,3,1,5,0,10
1711,3,2,3,2,3,1,5,0,10
1712,3,2,3,2,3,1,5,0,10
1713,3,2,3,2,3,1,6,0,10
1714,3,2,3,2,3,1,6,0,10
1715,3,2,3,2,3,1,6,0,12
1716,3,2,3,2,3,1,6,0,12
1717,3,2,3,2,2,1,6,0,12
1718,3,2,3,2,2,2,6,0,13
1719,3,2,3,2,2,2,6,0,12
1720,3,2,3,2,2,2,6,0,12
1721,3,2,3,2,2,2,6,0,12
1722,3,2,3,2,2,2,6,0,12
1723,3,2,3,2,2,2,6,0,12
1724,3,2,3,2,2,2,6,0,12
1725,3,2,3,2,3,2,6,0,10
1726,3,2,3,2,3,2,7,0,10
1727,3,2,3,2,3,2,7,0,9
1728,3,2,3,2,4,2,7,0,10
1729,3,2,3,2,4,2,7,0,9
1730,3,2,3,2,4,2,7,0,9
1731,3,2,3,2,4,2,7,0,9
1732,3,2,3,2,4,2,7,0,9
1733,3,2,3,2,4,2,7,0,9
1734,3,2,3,2,4,2,7,0,9
1735,3,2,3,2,4,2,5,0,8
1736,3,2,3,2,4,2,5,0,8
1737,3,2,3,2,4,2,5,0,9
1738,3,2,3,2,4,2,5,0,9
1739,3,2,3,2,4,2,5,0,9
1740,3,2,3,2,4,2,5,0,9
1741,3,2,3,2,4,2,5,0,9
1742,3,2,3,2,3,2,4,0,10
1743,3,2,3,2,3,2,5,0,10
1744,3,2,3,2,3,2,5,0,10
1745,3,2,3,2,3,2,6,0,10
1746,3,2,3,2,3,2,6,0,10
1747,3,2,3,2,3,2,5,0,11
1748,3,2,3,2,3,2,5,0,11
1749,3,2,3,2,3,2,5,0,11
1750,3,2,3,2,3,2,7,0,12
1751,3,2,3,2,3,2,7,0,12
1752,3,2,3,2,3,2,6,0,10
1753,3,2,3,2,3,2,6,0,10
1754,3,2,3,2,3,2,6,0,10
1755,3,2,3,2,3,2,6,0,9
1756,3,2,3,2,3,2,6,0,9
1757,3,2,3,2,3,2,6,0,8
1758,3,2,3,2,3,2,6,0,8
1759,3,2,3,2,3,2,6,0,8
1760,3,2,3,2,4,2,6,0,8
1761,3,2,3,2,4,2,6,0,8
1762,3,2,3,2,4,2,6,0,8
1763,3,2,3,2,4,2,7,0,7
1764,3,2,3,2,4,2,7,0,8
1765,3,2,3,2,4,2,6,0,7
1766,3,2,3,2,4,2,6,0,7
1767,3,2,3,2,4,2,6,0,7
1768,3,2,3,2,4,3,6,0,7
1769,3,2,3,2,4,3,6,0,7
1770,3,2,3,2,4,3,6,0,8
1771,3,2,3,2,4,3,6,0,8
1772,3,2,3,2,4,3,5,0,8
1773,3,2,3,2,4,3,6,0,8
1774,3,2,3,2,4,3,6,0,8
1775,3,2,3,2,3,3,6,0,8
1776,3,2,3,2,3,3,6,0,8
1777,3,2,3,2,2,3,6,0,7
1778,3,2,3,2,2,3,6,0,7
1779,3,2,3,2,2,3,6,0,7
1780,3,2,3,2,2,3,6,0,10
1781,3,2,3,2,2,3,6,0,10
1782,3,2,3,2,2,3,5,0,10
1783,3,2,3,2,2,3,5,0,10
1784,3,2,3,2,2,3,5,0,10
1785,3,2,3,2,3,3,6,0,10
1786,3,2,3,2,3,3,6,0,10
1787,3,2,3,2,3,3,6,0,10
1788,3,2,3,2,3,3,6,0,10
1789,3,2,3,2,3,3,6,0,10
1790,3,2,3,2,3,3,6,0,10
1791,3,2,3,2,3,3,6,0,10
1792,3,2,3,2,3,2,6,0,10
1793,3,2,3,2,3,2,6,0,10
1794,3,2,3,2,3,2,6,0,10
1795,3,2,3,2,3,3,5,0,10
1796,3,2,3,2,3,3,5,0,10
1797,3,2,3,2,3,3,4,0,10
1798,3,2,3,2,3,3,4,0,10
1799,3,2,3,2,3,3,4,0,10
1800,3,2,3,2,3,3,4,0,11
1801,3,2,3,2,3,3,4,0,11
1802,3,2,3,2,3,3,4,0,11
1803,3,2,3,2,4,3,4,0,11
1804,3,2,3,2,4,3,4,0,11
1805,3,2,3,2,4,3,4,0,11
1806,3,2,3,2,4,3,4,0,11
1807,3,2,3,2,3,3,4,0,11
1808,3,2,3,2,3,3,5,0,11
1809,3,2,3,2,3,3,5,0,11
1810,3,2,3,2,3,2,5,0,10
1811,3,2,3,2,3,2,5,0,10
1812,3,2,3,2,4,2,5,0,11
1813,3,2,3,2,4,2,6,0,11
1814,3,2,3,2,4,2,6,0,11
1815,3,2,3,2,3,3,6,0,10
1816,3,2,3,2,3,3,6,0,10
1817,3,2,3,2,3,3,6,0,10
1818,3,2,3,2,4,3,6,0,10
1819,3,2,3,2,4,3,6,0,10
1820,3,2,3,2,4,3,6,0,10
1821,3,2,3,2,4,3,6,0,10
1822,3,2,3,2,4,3,6,0,10
1823,3,2,3,2,4,3,6,0,10
1824,3,2,3,2,4,3,6,0,10
1825,3,2,3,2,4,2,5,0,10
1826,3,2,3,2,4,2,5,0,10
1827,3,2,3,2,4,2,4,0,10
1828,3,2,3,2,4,2,4,0,10
1829,3,2,3,2,4,2,4,0,10
1830,3,2,3,2,4,2,4,0,13
1831,3,2,3,2,4,2,4,0,13
1832,3,2,3,2,4,2,4,0,12
1833,3,2,3,2,4,2,4,0,12
1834,3,2,3,2,4,2,4,0,12
1835,3,2,3,2,4,2,4,0,11
1836,3,2,3,2,4,2,4,0,11
1837,3,2,3,2,2,2,4,0,11
1838,3,2,3,2,2,2,4,0,11
1839,3,2,3,2,2,2,4,0,11
1840,3,2,3,2,2,2,4,0,12
1841,3,2,3,2,2,2,4,0,12
1842,3,2,3,2,2,2,4,0,12
1843,3,2,3,2,2,2,5,0,12
1844,3,2,3,2,2,2,5,0,12
1845,3,2,3,2,2,2,4,0,11
1846,3,2,3,2,2,2,4,0,11
1847,3,2,3,2,2,1,4,0,11
1848,3,2,3,2,2,1,5,0,11
1849,3,2,3,2,2,1,5,0,11
1850,3,2,3,2,2,1,5,0,11
1851,3,2,3,2,2,1,5,0,11
1852,3,2,3,2,2,1,5,0,13
1853,3,2,3,2,2,1,5,0,13
1854,3,2,3,2,2,1,5,0,13
1855,3,2,3,2,2,1,5,0,13
1856,3,2,3,2,2,1,5,0,13
1857,3,2,3,2,2,1,4,0,12
1858,3,2,3,2,2,1,4,0,12
1859,3,2,3,2,2,1,4,0,12
1860,3,2,3,2,2,1,4,0,13
1861,3,2,3,2,2,1,4,0,13
1862,3,2,3,2,2,1,4,0,12
1863,3,2,3,2,2,1,4,0,12
1864,3,2,3,2,2,1,4,0,12
1865,3,2,3,2,2,1,4,0,13
1866,3,2,3,2,2,1,4,0,13
1867,3,2,3,2,2,1,4,0,12
1868,3,2,3,2,2,1,4,0,12
1869,3,2,3,2,2,1,4,0,12
1870,3,2,3,2,1,1,4,0,12
1871,3,2,3,2,1,1,4,0,12
1872,3,2,3,2,1,1,4,0,12
1873,3,2,3,2,1,1,4,0,12
1874,3,2,3,2,1,1,4,0,12
1875,3,2,3,2,1,1,5,0,13
1876,3,2,3,2,1,1,5,0,13
1877,3,2,3,2,1,1,5,0,13
1878,3,2,3,2,1,1,5,0,13
1879,3,2,3,2,1,1,5,0,13
1880,3,2,3,2,1,1,4,0,12
1881,3,2,3,2,1,1,4,0,12
1882,3,2,3,2,1,1,3,0,13
1883,3,2,3,2,1,1,4,0,13
1884,3,2,3,2,1,1,4,0,13
1885,3,2,3,2,1,1,4,0,14
1886,3,2,3,2,1,1,4,0,14
1887,3,2,3,2,1,1,4,0,13
1888,3,2,3,2,1,1,4,0,13
1889,3,2,3,2,1,1,4,0,13
1890,3,2,3,2,1,1,4,0,13
1891,3,2,3,2,1,1,4,0,13
1892,3,2,3,2,1,1,4,0,11
1893,3,2,3,2,2,1,4,0,11
1894,3,2,3,2,2,1,4,0,11
1895,3,2,3,2,2,1,4,0,11
1896,3,2,3,2,2,1,4,0,11
1897,3,2,3,2,2,1,4,0,11
1898,3,2,3,2,2,1,4,0,11
1899,3,2,3,2,2,1,4,0,11
1900,3,2,3,2,2,1,4,0,11
1901,3,2,3,2,2,1,4,0,11
1902,3,2,3,2,2,1,4,0,11
1903,3,2,3,2,2,1,4,0,11
1904,3,2,3,2,2,1,4,0,11
1905,3,2,3,2,1,1,4,0,10
1906,3,2,3,2,1,1,4,0,10
1907,3,2,3,2,1,1,4,0,9
1908,3,2,3,2,1,1,5,0,9
1909,3,2,3,2,1,1,5,0,9
1910,3,2,3,2,1,1,4,0,7
1911,3,2,3,2,1,1,4,0,7
1912,3,2,3,2,1,1,4,0,7
1913,3,2,3,2,1,1,4,0,7
1914,3,2,3,2,1,1,4,0,7
1915,3,2,3,2,2,1,5,0,8
1916,3,2,3,2,2,1,5,0,8
1917,3,2,3,2,2,1,4,0,8
1918,3,2,3,2,2,1,4,0,8
1919,3,2,2,2,2,1,4,0,8
1920,3,2,3,2,2,1,4,0,9
1921,3,2,3,2,2,1,4,0,9
1922,3,2,3,2,2,1,4,0,10
1923,3,2,3,2,3,1,4,0,10
1924,3,2,3,2,3,1,4,0,10
1925,3,2,3,2,3,1,4,0,8
1926,3,2,3,2,3,1,4,0,8
1927,3,2,3,2,3,1,4,0,8
1928,3,2,3,2,3,1,4,0,8
1929,3,2,3,2,3,1,4,0,8
1930,3,2,3,2,2,1,4,0,7
1931,3,2,3,2,2,1,4,0,7
1932,3,2,3,2,2,1,4,0,8
1933,3,2,3,2,2,1,4,0,8
1934,3,2,3,2,2,1,4,0,8
1935,3,2,3,2,2,1,5,0,8
1936,3,2,3,2,2,1,5,0,8
1937,3,2,3,2,2,1,5,0,8
1938,3,2,3,2,2,1,5,0,8
1939,3,2,3,2,2,1,5,0,8
1940,3,2,3,2,2,2,5,0,7
1941,3,2,3,2,2,2,5,0,7
1942,3,2,3,2,2,2,5,0,7
1943,3,2,3,2,2,2,6,0,7
1944,3,2,3,2,2,2,6,0,7
1945,3,2,3,2,2,2,5,0,8
1946,3,2,3,2,2,2,5,0,8
1947,3,2,3,2,2,2,5,0,6
1948,3,2,3,2,2,2,5,0,6
1949,3,2,3,2,2,2,5,0,6
1950,3,2,3,2,2,2,5,0,7
1951,3,2,3,2,2,2,5,0,7
1952,3,2,3,2,2,2,4,0,7
1953,3,2,3,2,2,2,4,0,7
1954,3,2,3,2,2,2,4,0,7
1955,3,2,3,2,2,2,4,0,7
1956,3,2,3,2,2,2,4,0,7
1957,3,2,3,2,2,2,4,0,8
1958,3,2,3,2,2,2,4,0,8
1959,3,2,3,2,2,2,4,0,8
1960,3,2,3,2,3,2,4,0,8
1961,3,2,3,2,3,2,4,0,8
1962,3,2,3,2,4,1,4,0,8
1963,3,2,3,2,4,1,5,0,8
1964,3,2,3,2,4,1,5,0,8
1965,3,2,3,2,3,2,5,0,8
1966,3,2,3,2,3,2,5,0,8
1967,3,2,3,2,3,1,5,0,7
1968,3,2,3,2,3,1,5,0,7
1969,3,2,3,2,3,1,5,0,7
1970,3,2,3,2,2,1,5,0,6
1971,3,2,3,2,2,1,5,0,6
1972,3,2,3,2,2,1,5,0,7
1973,3,2,3,2,3,1,5,0,7
1974,3,2,3,2,3,1,5,0,7
1975,3,2,3,2,3,1,4,0,8
1976,3,2,3,2,3,1,4,0,8
1977,3,2,3,2,3,1,4,0,8
1978,3,2,3,2,3,1,4,0,8
1979,3,2,3,2,3,1,4,0,8
1980,3,2,3,2,3,1,4,0,9
1981,3,2,3,2,3,1,4,0,9
1982,3,2,3,2,3,1,3,0,8
1983,3,2,3,2,4,1,3,0,8
1984,3,2,3,2,4,1,3,0,8
1985,3,2,3,2,3,1,4,0,8
1986,3,2,3,2,3,1,4,0,8
1987,3,2,3,2,2,2,4,0,6
1988,3,2,3,2,2,2,4,0,6
1989,3,2,3,2,2,2,4,0,6
1990,3,2,3,2,2,2,4,0,7
1991,3,2,3,2,2,2,4,0,7
1992,3,2,3,2,2,2,4,0,8
1993,3,2,3,2,3,1,4,0,8
1994,3,2,3,2,3,1,4,0,8
1995,3,2,3,2,2,2,4,0,8
1996,3,2,3,2,2,2,4,0,8
1997,3,2,3,2,2,2,4,0,8
1998,3,2,3,2,2,2,4,0,8
1999,3,2,3,2,2,2,4,0,8
2000,3,2,3,2,2,1,3,0,8
2001,3,2,3,2,2,1,3,0,8
2002,3,2,3,2,2,1,3,0,8
2003,3,2,3,2,3,1,3,0,8
2004,3,2,3,2,3,1,3,0,8
2005,3,2,3,2,2,2,3,0,8
2006,3,2,3,2,2,2,3,0,8
2007,3,2,3,2,3,1,3,0,9
2008,3,2,3,2,3,1,3,0,9
2009,3,2,3,2,3,1,3,0,9
2010,3,2,3,2,4,1,2,0,8
2011,3,2,3,2,4,1,2,0,8
2012,3,2,3,2,4,1,2,0,8
2013,3,2,3,2,2,2,2,0,7
2014,3,2,3,2,2,2,2,0,7
2015,3,2,3,2,2,2,2,0,8
2016,3,2,3,2,2,2,3,0,8
2017,3,2,3,2,2,2,3,0,8
2018,3,2,3,2,2,3,3,0,9
2019,3,2,3,2,2,3,3,0,9
2020,3,2,3,2,2,2,3,0,9
2021,3,2,3,2,2,2,3,0,9
2022,3,2,3,2,2,2,3,0,9
2023,3,2,3,2,2,1,3,0,9
2024,3,2,3,2,2,1,3,0,9
2025,3,2,3,2,2,1,3,0,9
2026,3,2,3,2,2,2,3,0,9
2027,3,2,3,2,2,2,3,0,9
2028,3,2,3,2,1,3,3,0,9
2029,3,2,3,2,1,3,3,0,9
2030,3,2,3,2,1,2,3,0,9
2031,3,2,3,2,2,2,4,0,9
2032,3,2,3,2,2,2,4,0,9
2033,3,2,3,2,2,3,3,0,9
2034,3,2,3,2,2,3,3,0,9
2035,3,2,3,2,2,2,3,0,9
2036,3,2,3,2,2,2,3,0,9
2037,3,2,3,2,2,2,3,0,9
2038,3,2,3,2,2,2,3,0,9
2039,3,2,3,2,2,2,3,0,9
2040,3,2,3,2,2,2,3,0,11
2041,3,2,3,2,3,2,3,0,11
2042,3,2,3,2,3,2,3,0,11
2043,3,2,3,2,3,2,3,0,11
2044,3,2,3,2,3,2,3,0,11
2045,3,2,3,2,3,2,2,0,11
2046,3,2,3,2,4,2,2,0,11
2047,3,2,3,2,4,2,2,0,11
2048,3,2,3,2,3,2,2,0,10
2049,3,2,3,2,3,2,2,0,10
2050,3,2,3,2,3,2,2,0,8
2051,3,2,3,2,3,2,2,0,8
2052,3,2,3,2,3,2,2,0,8
2053,3,2,3,2,3,2,2,0,9
2054,3,2,3,2,3,2,2,0,9
2055,3,2,3,2,3,2,2,0,8
2056,3,2,3,2,3,2,2,0,8
2057,3,2,3,2,3,2,2,0,8
2058,3,2,3,2,2,2,2,0,8
2059,3,2,3,2,2,2,2,0,8
2060,3,2,3,2,2,2,2,0,8
2061,3,2,3,2,2,2,2,0,8
2062,3,2,3,2,2,2,2,0,8
2063,3,2,3,2,2,2,2,0,9
2064,3,2,3,2,2,2,2,0,9
2065,3,2,3,2,2,2,2,0,8
2066,3,2,3,2,2,2,2,0,8
2067,3,2,3,2,2,2,2,0,8
2068,3,2,3,2,2,2,2,0,8
2069,3,2,3,2,2,2,2,0,8
2070,3,2,3,2,2,2,2,0,8
2071,3,2,3,2,2,2,2,0,8
2072,3,2,3,2,2,2,2,0,8
2073,3,2,3,2,1,2,3,0,8
