frame,North_Straight,North_Left,South_Straight,South_Left,East_Straight,East_Left,West_Straight,West_Left,Center
733,0,0,3,2,9,11,12,8,1
734,0,0,3,2,9,11,12,8,1
735,0,0,3,2,9,11,12,8,1
736,0,0,3,2,9,11,12,8,1
737,0,1,3,2,9,11,12,8,1
738,0,1,3,2,9,11,12,8,1
739,0,1,3,2,9,11,12,8,1
740,0,1,3,2,9,11,12,8,1
741,0,1,3,2,9,11,12,8,1
742,0,1,3,2,9,11,12,8,1
743,0,1,3,2,9,11,12,8,1
744,0,0,3,2,9,11,12,8,1
745,0,0,3,2,9,11,12,8,1
746,0,0,3,2,9,11,12,8,1
747,0,0,3,2,9,11,12,8,1
748,0,0,3,2,9,11,12,8,1
749,0,0,3,2,9,11,12,8,1
750,0,0,3,2,9,11,12,8,1
751,0,0,3,2,9,11,12,8,2
752,0,0,3,2,9,11,12,8,2
753,0,0,3,2,9,11,12,8,2
754,0,0,3,2,9,11,12,8,2
755,0,0,3,2,9,11,12,8,2
756,0,0,3,2,9,11,12,8,2
757,0,0,3,2,9,11,12,8,2
758,0,0,3,2,9,11,12,8,2
759,0,0,3,2,9,11,12,8,2
760,0,0,3,2,9,11,12,8,2
761,0,0,2,2,9,11,12,8,1
762,0,0,2,2,9,11,12,8,1
763,0,0,2,2,9,11,12,8,1
764,0,0,2,2,9,11,12,8,1
765,0,0,2,2,9,11,12,8,1
766,0,0,2,2,9,11,12,8,1
767,0,1,2,2,9,11,12,8,1
768,0,1,2,2,9,11,12,8,1
769,0,1,2,2,9,11,12,8,1
770,0,1,2,2,9,11,12,8,1
771,0,1,2,2,9,11,12,8,1
772,0,1,2,2,9,11,12,8,1
773,0,1,2,2,9,11,12,8,1
774,0,1,2,2,9,11,12,8,1
775,0,1,2,2,9,11,12,8,1
776,0,1,3,2,9,11,12,8,1
777,0,1,3,2,9,11,12,8,1
778,0,1,3,2,9,11,12,8,1
779,0,1,2,2,9,11,12,8,1
780,0,1,2,2,9,11,12,8,1
781,0,0,3,2,9,11,12,8,1
782,0,0,3,2,9,11,12,8,1
783,0,0,3,2,9,11,12,8,1
784,0,0,3,2,9,11,12,8,1
785,0,0,3,2,9,11,12,8,1
786,0,0,2,2,9,11,12,8,2
787,0,0,2,2,9,11,12,8,2
788,0,0,2,2,9,11,12,8,2
789,0,0,2,2,9,11,12,8,2
790,0,0,2,2,9,11,12,8,2
791,0,0,2,2,9,11,12,8,2
792,0,0,2,2,9,11,12,8,2
793,0,0,2,2,9,11,12,8,2
794,0,1,2,2,9,11,12,8,2
795,0,1,2,2,9,11,12,8,2
796,0,1,2,2,9,11,12,8,2
797,0,1,2,2,9,11,12,8,2
798,0,1,2,2,9,11,12,8,2
799,0,1,2,2,9,11,12,8,2
800,0,1,2,2,9,11,12,8,2
801,0,1,2,2,9,11,12,8,2
802,0,1,2,2,9,11,12,8,2
803,0,1,2,2,9,11,12,8,2
804,0,1,2,2,9,11,12,8,1
805,0,1,2,2,9,11,12,8,1
806,0,1,2,2,9,11,12,8,2
807,1,1,2,2,9,11,12,8,2
808,1,1,2,2,9,11,12,8,2
809,1,0,2,2,9,11,12,8,2
810,1,0,2,2,9,11,12,8,2
811,1,0,2,2,9,11,12,8,2
812,1,0,2,2,9,11,12,8,2
813,1,0,2,2,9,11,12,8,2
814,1,0,2,2,9,11,12,8,3
815,1,0,2,2,9,11,12,8,3
816,1,0,2,2,9,11,12,8,3
817,1,0,2,2,9,11,12,8,3
818,1,0,2,2,9,11,12,8,3
819,0,0,2,2,9,11,12,8,3
820,0,0,2,2,9,11,12,8,3
821,0,0,3,2,9,11,12,8,4
822,0,0,3,2,9,11,12,8,4
823,0,0,2,2,9,11,12,8,4
824,0,0,2,2,9,11,12,8,3
825,0,0,2,2,9,11,12,8,3
826,0,0,2,2,9,11,12,8,3
827,0,0,2,2,9,11,12,8,3
828,0,0,2,2,9,11,12,8,3
829,0,0,2,2,9,11,12,8,3
830,0,0,2,2,9,11,12,8,3
831,0,0,2,2,9,11,12,8,3
832,0,0,2,2,9,11,12,8,3
833,0,0,2,2,9,11,12,8,3
834,1,0,2,2,9,11,12,8,3
835,1,0,2,2,9,11,12,8,3
836,1,0,2,2,9,11,12,8,3
837,1,0,2,2,9,11,12,8,3
838,1,0,2,2,9,11,12,8,3
839,1,0,3,2,9,11,12,8,3
840,0,0,2,2,9,11,12,8,3
841,0,0,3,2,9,11,12,8,3
842,1,0,3,2,9,11,12,8,3
843,2,0,3,2,9,11,12,8,3
844,2,0,3,2,9,11,12,8,3
845,2,0,3,2,9,11,12,8,3
846,1,0,3,2,9,11,12,8,3
847,1,1,3,2,9,11,12,8,3
848,1,1,3,2,9,11,12,8,3
849,0,1,3,2,9,11,12,8,3
850,0,1,3,2,9,11,12,8,3
851,0,1,3,2,9,11,12,8,4
852,0,1,3,2,9,11,12,8,4
853,0,1,3,2,9,11,12,8,5
854,0,1,3,2,9,11,12,8,5
855,0,1,3,2,9,11,12,8,5
856,0,1,3,2,9,11,12,8,4
857,1,1,3,2,9,11,12,8,4
858,1,1,3,2,9,11,12,8,3
859,2,1,3,2,9,11,12,8,3
860,2,1,3,2,9,11,12,8,3
861,0,1,3,2,9,11,12,8,4
862,0,1,3,2,9,11,12,8,4
863,0,1,3,2,9,11,12,8,3
864,0,0,2,2,9,11,12,8,3
865,0,0,2,2,9,11,12,8,3
866,0,0,3,2,9,11,12,8,4
867,0,0,3,2,9,11,12,8,4
868,0,0,3,2,9,11,12,8,3
869,0,0,3,2,9,11,12,8,4
870,0,0,3,2,9,11,12,8,4
871,0,0,3,2,9,11,12,8,5
872,0,0,3,2,9,11,12,8,5
873,0,0,3,2,9,11,12,8,7
874,0,0,3,2,9,11,12,8,6
875,0,0,3,2,9,11,12,8,5
876,0,0,3,2,9,11,12,8,5
877,0,1,3,2,9,11,12,8,6
878,0,1,3,2,9,11,12,8,7
879,0,1,3,2,9,11,12,8,6
880,0,1,3,2,9,11,12,8,5
881,0,1,3,2,9,11,12,8,4
882,0,1,3,2,9,11,12,8,4
883,0,1,3,2,9,11,12,8,4
884,0,1,3,2,9,11,12,8,4
885,0,1,3,2,9,11,12,8,5
886,0,1,3,2,9,11,12,8,5
887,1,1,3,2,9,11,12,8,4
888,1,1,3,2,9,11,12,8,4
889,2,1,3,2,9,11,12,8,2
890,2,1,3,2,9,11,12,8,1
891,1,1,3,2,9,11,12,8,1
892,2,1,3,2,9,11,12,8,2
893,2,1,3,2,9,11,12,8,3
894,1,0,3,2,9,11,12,8,2
895,1,0,3,2,9,11,12,8,1
896,1,0,3,2,9,11,12,8,2
897,2,0,3,2,9,11,12,8,2
898,2,0,3,2,9,11,12,8,2
899,1,0,3,2,9,11,12,8,3
900,1,0,3,2,9,12,12,8,3
901,1,0,3,2,9,12,12,8,3
902,1,0,3,2,9,12,12,8,3
903,1,0,3,2,9,12,12,8,3
904,1,0,3,2,9,12,12,8,4
905,1,0,3,2,9,12,12,8,4
906,0,0,3,2,9,11,12,8,4
907,0,0,3,2,9,11,12,8,4
908,0,0,3,2,9,11,12,8,4
909,0,0,3,2,9,11,12,8,4
910,0,0,3,2,9,11,12,8,4
911,0,0,3,2,9,11,12,8,5
912,0,0,3,2,9,11,12,8,5
913,0,0,3,2,9,11,12,8,5
914,0,0,3,2,9,11,12,8,5
915,0,0,3,2,9,11,12,8,5
916,0,0,3,2,9,11,12,8,5
917,0,0,3,2,9,11,12,8,5
918,0,0,3,2,9,11,12,8,5
919,0,0,3,2,9,11,12,8,5
920,0,0,3,2,9,11,12,8,5
921,0,0,3,2,9,11,12,8,5
922,0,0,3,2,9,11,12,8,5
923,0,0,3,2,9,11,12,8,5
924,0,0,3,2,9,11,12,8,5
925,0,0,3,2,9,11,12,8,5
926,0,0,3,2,9,12,12,8,3
927,0,0,3,2,9,12,12,8,3
928,0,0,3,2,9,12,12,8,3
929,0,0,3,2,9,11,12,8,3
930,0,0,3,2,9,11,12,8,3
931,0,0,3,2,9,11,12,8,3
932,0,0,3,2,9,11,12,8,3
933,0,0,3,2,9,11,12,8,3
934,0,0,3,2,11,10,12,8,3
935,0,0,3,2,11,10,12,8,3
936,0,0,3,2,10,11,12,8,3
937,0,1,3,2,10,11,12,8,3
938,0,1,3,2,10,11,12,8,3
939,0,1,3,2,11,10,12,8,3
940,0,1,3,2,11,10,12,8,3
941,0,1,3,2,11,10,12,8,3
942,0,1,3,2,11,10,12,8,3
943,0,1,3,2,11,10,12,8,3
944,0,1,3,2,11,10,12,9,3
945,0,1,3,2,11,10,12,9,3
946,0,1,3,2,11,10,12,9,2
947,0,1,3,2,11,10,12,9,2
948,0,1,3,2,11,10,12,9,2
949,0,0,3,2,11,10,12,9,2
950,0,0,3,2,11,10,12,9,2
951,0,0,3,2,11,10,12,9,2
952,1,0,3,2,11,10,12,9,2
953,1,0,3,2,11,10,12,9,2
954,1,0,3,2,11,10,12,9,3
955,1,0,3,2,11,10,12,9,3
956,0,0,3,2,11,10,12,9,2
957,0,0,3,2,11,10,12,9,2
958,0,0,3,2,11,10,12,9,2
959,0,0,3,2,11,10,12,8,2
960,0,0,3,2,11,10,12,8,2
961,0,0,3,2,11,10,12,8,3
962,0,0,3,2,11,10,12,8,3
963,0,0,3,2,11,10,12,8,3
964,1,0,3,2,10,11,12,8,3
965,1,0,3,2,10,11,12,8,3
966,1,0,3,2,9,12,12,8,3
967,1,0,3,2,9,12,12,8,3
968,1,0,3,2,9,12,12,8,3
969,1,0,3,2,10,11,12,8,3
970,1,0,3,2,10,11,12,8,3
971,1,0,3,2,9,11,12,8,3
972,1,0,3,2,9,11,12,8,3
973,1,0,3,2,9,11,12,8,3
974,0,0,3,2,9,12,12,8,3
975,0,0,3,2,9,12,12,8,3
976,0,0,3,2,9,12,12,8,4
977,0,0,3,2,9,12,12,8,4
978,0,0,3,2,9,12,12,8,4
979,0,0,3,2,9,12,12,8,4
980,0,0,3,2,9,12,12,8,4
981,0,0,3,2,9,12,12,8,4
982,0,0,3,2,9,12,12,8,4
983,0,0,3,2,9,12,12,8,4
984,0,0,3,2,9,12,12,8,4
985,0,0,3,2,9,12,12,8,4
986,0,0,3,2,9,12,12,8,3
987,1,0,3,2,9,12,12,8,3
988,1,0,3,2,9,12,12,8,3
989,2,0,3,2,9,12,12,8,3
990,2,0,3,2,9,12,12,8,3
991,0,0,3,2,9,12,12,8,3
992,0,0,3,2,10,11,12,8,3
993,0,0,3,2,9,12,12,8,3
994,0,0,3,2,10,11,12,8,2
995,0,0,3,2,10,11,12,8,2
996,0,0,3,2,9,12,12,9,3
997,0,0,3,2,9,12,12,9,3
998,0,0,3,2,9,12,12,9,3
999,0,0,3,2,9,12,12,9,3
1000,0,0,3,2,9,12,12,9,3
1001,0,0,3,2,9,12,12,9,3
1002,0,0,3,2,9,12,12,9,3
1003,0,0,3,2,9,12,12,9,3
1004,0,0,3,2,9,12,12,8,4
1005,0,0,3,2,9,12,12,8,4
1006,0,0,3,2,9,12,12,8,4
1007,0,0,3,2,9,12,12,8,3
1008,0,0,3,2,9,12,12,8,3
1009,0,0,3,2,9,12,12,8,3
1010,0,0,3,2,9,11,12,8,3
1011,0,0,3,2,9,12,12,8,3
1012,0,0,3,2,10,10,12,8,3
1013,0,0,3,2,10,11,12,8,3
1014,0,0,3,2,10,11,12,8,3
1015,0,0,3,2,10,11,12,8,2
1016,0,0,3,2,10,11,12,8,2
1017,0,0,3,2,11,9,12,8,2
1018,0,0,3,2,11,9,12,8,2
1019,0,0,3,2,10,10,12,8,2
1020,0,0,3,2,10,10,12,8,1
1021,0,0,3,2,10,10,12,8,1
1022,0,0,3,2,9,11,12,8,1
1023,0,0,3,2,9,11,12,8,1
1024,0,0,3,2,9,11,12,8,0
1025,0,0,3,2,9,10,12,8,0
1026,0,0,3,2,9,11,12,8,0
1027,0,0,3,2,9,10,12,8,0
1028,0,0,3,2,9,10,12,8,0
1029,0,0,3,2,9,10,12,8,0
1030,0,0,3,2,9,10,12,8,0
1031,0,0,3,2,9,10,12,8,0
1032,0,0,3,2,9,10,12,8,0
1033,0,0,3,2,9,10,12,8,0
1034,0,0,3,2,9,9,12,8,0
1035,0,0,3,2,9,9,12,8,0
1036,0,0,3,2,9,9,12,8,0
1037,0,0,3,2,9,9,12,8,0
1038,0,0,3,2,9,9,12,8,0
1039,0,0,3,2,9,10,12,8,0
1040,0,0,3,2,9,10,12,8,0
1041,0,0,3,2,9,10,12,8,0
1042,0,0,3,2,9,10,12,8,0
1043,0,0,3,2,9,10,12,8,0
1044,0,0,3,2,9,9,12,8,0
1045,0,0,3,2,9,9,12,8,0
1046,0,0,3,2,9,9,12,8,0
1047,0,0,3,2,9,9,12,8,0
1048,0,0,3,2,9,9,12,8,0
1049,0,0,3,2,9,9,12,8,0
1050,0,0,3,2,9,9,12,8,0
1051,0,0,3,2,9,9,12,8,0
1052,0,0,3,2,9,9,12,8,0
1053,0,0,3,2,9,9,12,8,0
1054,0,0,3,2,9,9,12,8,0
1055,0,0,3,2,9,10,12,8,0
1056,0,0,3,2,9,9,12,8,0
1057,0,1,3,2,10,9,12,8,0
1058,0,1,3,2,10,9,12,8,0
1059,0,1,3,2,9,10,12,8,0
1060,0,1,3,2,9,9,12,8,0
1061,0,1,3,2,9,9,12,8,0
1062,0,1,3,2,9,10,12,8,0
1063,0,1,3,2,9,10,12,8,0
1064,0,1,3,2,10,10,12,8,0
1065,0,1,3,2,10,10,12,8,0
1066,0,1,3,2,10,10,12,8,0
1067,0,1,3,2,10,11,12,8,0
1068,0,1,3,2,10,11,12,8,0
1069,0,1,3,2,10,11,12,8,0
1070,0,1,3,2,10,11,12,8,0
1071,0,1,3,2,10,11,12,8,0
1072,0,1,3,2,10,11,12,8,0
1073,0,1,3,2,10,11,12,8,0
1074,0,1,3,2,10,11,12,8,0
1075,0,1,3,2,10,11,12,8,0
1076,0,1,3,2,10,11,12,8,0
1077,0,1,3,2,9,12,12,8,0
1078,0,1,3,2,10,11,12,8,0
1079,0,1,3,2,9,12,12,8,0
1080,0,1,3,2,9,12,12,8,0
1081,0,1,3,2,9,12,12,8,0
1082,0,1,3,2,9,12,12,8,0
1083,0,1,3,2,9,12,12,8,0
1084,0,1,3,2,9,12,12,8,0
1085,0,1,3,2,9,12,12,8,0
1086,0,1,3,2,9,12,12,8,0
1087,0,1,3,2,9,11,12,8,0
1088,0,1,3,2,9,11,12,8,0
1089,0,1,3,2,9,11,12,8,0
1090,0,1,3,2,9,11,12,8,0
1091,0,1,3,2,9,12,12,8,0
1092,0,1,3,2,9,11,12,8,0
1093,0,1,3,2,9,11,12,8,0
1094,0,1,3,2,9,11,12,8,0
1095,0,1,3,2,9,11,12,8,0
1096,0,1,3,2,9,11,12,8,0
1097,0,1,3,2,9,11,12,8,1
1098,0,1,3,2,9,11,12,8,1
1099,0,1,3,2,9,11,12,8,1
1100,0,1,3,2,9,11,12,8,1
1101,0,1,3,2,9,11,12,8,1
1102,0,1,3,2,9,11,12,8,1
1103,0,1,3,2,9,11,12,8,1
1104,0,1,3,2,9,10,12,8,1
1105,0,1,3,2,9,10,12,8,1
1106,0,1,3,2,9,10,12,8,1
1107,0,1,3,2,10,10,12,8,1
1108,0,1,3,2,10,10,12,8,1
1109,0,1,3,2,10,10,12,8,1
1110,0,1,3,2,10,10,12,8,1
1111,0,1,3,2,10,10,12,8,1
1112,0,1,3,2,9,10,12,8,1
1113,0,1,3,2,9,10,12,8,1
1114,0,1,3,2,9,10,12,7,1
1115,1,1,3,2,9,10,12,7,1
1116,1,1,3,2,10,10,12,7,1
1117,2,1,3,2,10,10,12,7,0
1118,2,1,3,2,10,10,12,7,0
1119,2,1,3,2,10,10,12,7,0
1120,2,1,3,2,10,10,12,7,0
1121,2,1,3,2,10,10,12,7,0
1122,2,1,3,2,9,10,12,7,0
1123,2,1,3,2,9,10,12,7,0
1124,2,1,3,2,9,10,12,6,0
1125,2,1,3,2,9,10,12,6,0
1126,2,1,3,2,9,10,12,6,0
1127,2,1,3,2,9,10,12,6,1
1128,2,1,3,2,9,10,12,6,1
1129,2,1,3,2,9,9,12,6,2
1130,2,1,3,2,9,9,12,6,2
1131,2,1,3,2,9,9,12,6,2
1132,2,1,3,2,9,9,12,6,2
1133,2,1,3,2,9,9,12,6,2
1134,2,1,3,2,10,8,12,6,3
1135,2,1,3,2,10,8,12,6,3
1136,2,1,3,2,10,8,12,6,3
1137,2,1,3,2,9,9,12,7,3
1138,2,1,3,2,9,9,12,7,3
1139,2,1,3,2,10,7,12,6,3
1140,2,1,3,2,10,7,12,6,3
1141,2,1,3,2,10,7,12,6,3
1142,2,1,3,2,10,6,12,7,4
1143,2,1,3,2,10,6,12,7,4
1144,2,1,3,2,11,7,12,7,4
1145,2,1,3,2,11,7,12,7,4
1146,2,1,3,2,11,7,12,7,4
1147,2,1,3,2,10,6,12,6,4
1148,2,1,3,2,10,6,12,6,4
1149,2,1,3,2,10,7,12,7,4
1150,2,1,3,2,10,7,12,7,4
1151,2,1,3,2,10,7,12,7,4
1152,2,1,3,2,10,6,12,7,4
1153,2,1,3,2,10,6,12,7,4
1154,2,1,3,2,10,7,12,7,4
1155,2,1,3,2,10,7,12,7,4
1156,2,1,3,2,10,7,12,7,4
1157,2,1,3,2,10,8,12,7,4
1158,2,1,3,2,10,8,12,7,4
1159,2,1,3,2,10,7,12,7,5
1160,2,1,3,2,9,7,12,7,5
1161,2,1,3,2,10,7,12,7,5
1162,2,1,3,2,9,8,12,7,5
1163,2,1,3,2,9,8,12,7,5
1164,2,1,3,2,9,8,12,7,5
1165,2,1,3,2,9,8,12,7,5
1166,2,1,3,2,9,8,12,7,5
1167,2,1,3,2,10,7,12,7,5
1168,2,1,3,2,10,7,12,7,5
1169,2,1,3,2,9,5,12,7,5
1170,2,1,3,2,9,5,12,7,5
1171,2,1,3,2,9,5,12,7,5
1172,2,1,3,2,10,5,12,7,5
1173,2,1,3,2,10,5,12,7,5
1174,2,1,3,2,10,6,12,7,5
1175,2,1,3,2,10,6,12,7,5
1176,2,1,3,2,10,6,12,7,5
1177,2,1,3,2,10,5,12,6,5
1178,2,1,3,2,10,5,12,6,5
1179,2,1,2,2,11,5,12,6,6
1180,2,1,2,2,11,5,12,6,6
1181,2,1,2,2,11,5,12,6,6
1182,2,1,3,2,11,5,12,5,6
1183,2,1,3,2,11,5,12,5,6
1184,2,1,3,2,11,4,12,5,6
1185,2,1,3,2,11,5,12,5,6
1186,2,1,3,2,11,5,12,6,6
1187,2,2,3,2,12,5,12,6,6
1188,2,2,3,2,12,5,12,6,6
1189,2,2,3,2,12,5,12,5,6
1190,2,2,3,2,12,5,12,5,6
1191,2,2,3,2,12,5,12,5,6
1192,2,2,3,2,12,5,11,5,7
1193,2,2,3,2,12,5,11,5,7
1194,2,2,3,2,12,6,11,5,7
1195,2,2,3,2,12,6,11,5,7
1196,2,2,3,2,12,6,11,5,7
1197,2,2,3,2,12,6,11,5,6
1198,2,2,3,2,12,6,11,5,6
1199,2,2,3,2,12,6,11,4,7
1200,2,2,3,2,12,6,11,4,7
1201,2,2,3,2,12,6,11,4,7
1202,2,2,3,2,12,6,11,4,7
1203,2,2,3,2,12,6,11,4,7
1204,2,2,3,2,11,6,11,4,7
1205,2,2,3,2,11,6,11,4,7
1206,2,2,3,2,11,6,11,4,7
1207,2,2,3,2,11,6,11,4,7
1208,2,2,3,2,11,6,11,4,7
1209,2,2,3,2,11,6,11,4,8
1210,2,2,3,2,11,6,11,5,8
1211,2,2,3,2,12,6,11,5,8
1212,2,2,3,2,12,5,11,5,8
1213,2,2,3,2,12,5,11,5,8
1214,2,2,3,2,12,5,11,5,7
1215,2,2,3,2,12,5,11,5,7
1216,2,2,3,2,12,5,11,5,7
1217,2,2,3,2,12,5,11,5,7
1218,2,2,3,2,12,5,11,5,7
1219,2,2,3,2,12,5,11,5,8
1220,2,2,3,2,12,5,11,5,8
1221,2,2,3,2,12,5,11,5,8
1222,2,2,3,2,12,5,11,5,7
1223,2,2,3,2,12,5,11,5,7
1224,2,2,3,2,12,5,12,5,6
1225,2,2,3,2,12,5,12,5,6
1226,2,2,3,2,12,5,12,5,6
1227,2,2,3,2,12,5,11,5,6
1228,2,2,3,2,12,5,11,5,6
1229,2,2,3,2,12,5,11,5,5
1230,2,2,3,2,12,5,11,5,5
1231,2,2,3,2,12,5,11,5,5
1232,2,2,3,2,12,5,12,4,5
1233,2,2,3,2,11,6,12,4,5
1234,2,2,3,2,12,5,12,4,6
1235,2,2,3,2,12,6,12,4,6
1236,2,2,3,2,12,6,12,4,6
1237,2,2,3,2,12,6,12,4,6
1238,2,2,3,2,12,6,12,4,6
1239,2,2,3,2,12,5,12,4,7
1240,2,2,3,2,12,5,12,4,7
1241,2,2,3,2,12,5,12,4,7
1242,2,2,3,2,12,6,12,4,7
1243,2,2,3,2,12,6,12,4,7
1244,2,2,3,2,12,5,12,4,7
1245,2,2,3,2,12,5,12,4,7
1246,2,2,3,2,12,5,12,4,7
1247,2,2,3,2,12,5,12,4,7
1248,2,2,3,2,12,5,12,4,7
1249,2,2,3,2,11,5,12,4,7
1250,2,2,3,2,11,5,12,4,7
1251,2,2,3,2,11,5,12,4,7
1252,2,2,3,2,11,5,12,4,7
1253,2,2,3,2,11,5,12,4,7
1254,2,2,3,2,11,4,12,4,7
1255,2,2,3,2,11,4,12,4,7
1256,2,2,3,2,11,4,12,4,7
1257,2,2,3,2,12,4,12,4,7
1258,2,2,3,2,12,4,12,4,7
1259,2,2,3,2,12,4,12,3,6
1260,2,2,3,2,12,4,12,3,6
1261,2,2,3,2,12,4,12,3,6
1262,2,2,3,2,12,4,12,3,6
1263,2,2,3,2,12,4,12,3,6
1264,2,2,3,2,12,3,12,3,7
1265,2,2,3,2,12,3,12,3,7
1266,2,2,3,2,12,3,12,3,7
1267,2,2,3,2,12,4,12,3,8
1268,2,2,3,2,12,4,12,3,8
1269,2,2,3,2,12,4,12,2,8
1270,2,2,3,2,12,4,12,2,8
1271,2,2,3,2,12,4,12,2,8
1272,2,2,3,2,12,4,12,2,7
1273,2,2,3,2,12,4,12,2,7
1274,2,2,3,2,12,4,12,2,8
1275,2,2,3,2,12,4,12,2,8
1276,2,2,3,2,12,4,12,2,8
1277,2,2,3,2,12,4,12,2,9
1278,2,2,3,2,12,4,12,2,9
1279,2,2,3,2,12,4,12,2,9
1280,2,2,3,2,12,4,12,2,9
1281,2,2,3,2,12,4,12,2,9
1282,2,2,3,2,12,4,12,3,9
1283,2,2,3,2,12,4,12,3,9
1284,2,2,3,2,12,5,12,3,8
1285,2,2,3,2,12,5,12,3,8
1286,2,2,3,2,12,5,12,3,8
1287,2,2,3,2,12,6,12,3,8
1288,2,2,3,2,12,6,12,3,8
1289,2,2,3,2,12,5,12,3,7
1290,2,2,3,2,12,5,12,3,7
1291,2,2,3,2,12,5,12,3,7
1292,2,2,3,2,12,5,12,3,8
1293,2,2,3,2,12,5,12,3,8
1294,2,2,3,2,12,5,12,3,8
1295,2,2,3,2,12,5,12,3,8
1296,2,2,3,2,12,5,12,3,8
1297,3,2,3,2,12,4,12,3,8
1298,3,2,3,2,12,4,12,3,8
1299,3,2,3,2,12,4,12,3,8
1300,3,2,3,2,12,4,12,3,8
1301,3,2,3,2,12,4,12,3,8
1302,3,2,3,2,12,4,12,3,9
1303,3,2,3,2,12,4,12,3,9
1304,3,2,3,2,12,3,12,3,8
1305,3,2,3,2,12,3,12,3,8
1306,3,2,3,2,12,3,12,3,8
1307,3,2,3,2,12,4,12,3,8
1308,3,2,3,2,12,4,12,3,8
1309,3,2,3,2,12,4,12,3,8
1310,3,2,3,2,12,4,12,3,8
1311,3,2,3,2,12,4,12,3,8
1312,3,2,3,2,12,5,12,2,8
1313,3,2,3,2,12,5,12,2,8
1314,3,2,3,2,12,4,12,2,8
1315,3,2,3,2,12,4,12,2,8
1316,3,2,3,2,12,4,12,2,8
1317,3,2,3,2,12,4,12,2,8
1318,3,2,3,2,12,4,12,2,8
1319,3,2,3,2,12,4,12,2,8
1320,3,2,3,2,12,4,12,2,8
1321,3,2,3,2,12,4,12,2,8
1322,3,2,3,2,12,4,12,3,8
1323,3,2,3,2,12,4,12,3,8
1324,3,2,3,2,12,3,12,3,8
1325,3,2,3,2,12,3,12,3,8
1326,3,2,3,2,12,3,12,3,8
1327,3,2,3,2,12,3,12,2,7
1328,3,2,3,2,12,3,12,2,7
1329,3,2,3,2,12,3,12,2,7
1330,3,2,3,2,12,3,12,2,7
1331,3,2,3,2,12,3,12,2,7
1332,3,2,3,2,12,3,12,2,7
1333,3,2,3,2,12,3,12,2,7
1334,3,2,3,2,12,3,12,2,8
1335,3,2,3,2,12,4,12,2,9
1336,3,2,3,2,12,4,12,2,9
1337,3,2,3,2,12,4,12,2,10
1338,3,2,3,2,12,4,12,2,10
1339,3,2,3,2,12,4,12,2,10
1340,3,2,3,2,12,4,12,2,10
1341,3,2,3,2,12,4,12,2,9
1342,3,2,3,2,12,4,12,2,9
1343,3,2,3,2,12,4,12,2,10
1344,3,2,3,2,12,4,12,2,9
1345,3,2,3,2,12,4,12,2,9
1346,3,2,3,2,12,4,12,2,8
1347,3,2,3,2,12,4,12,2,8
1348,3,2,3,2,12,4,12,2,8
1349,3,2,3,2,12,4,12,2,7
1350,3,2,3,2,12,5,12,2,7
1351,3,2,3,2,12,5,12,2,7
1352,3,2,3,2,12,4,12,2,7
1353,3,2,3,2,12,4,12,2,7
1354,3,2,3,2,12,4,12,2,7
1355,3,2,3,2,12,4,12,2,7
1356,3,2,3,2,12,4,12,2,7
1357,3,2,3,2,12,4,12,2,7
1358,3,2,3,2,12,4,12,2,7
1359,3,2,3,2,12,4,12,2,7
1360,3,2,3,2,12,4,12,2,7
1361,3,2,3,2,12,4,12,2,7
1362,3,2,3,2,12,4,12,2,8
1363,3,2,3,2,12,4,12,2,8
1364,3,2,3,2,12,4,12,2,6
1365,3,2,3,2,12,4,12,2,6
1366,3,2,3,2,12,4,12,2,6
1367,3,2,3,2,12,4,12,2,5
1368,3,2,3,2,12,4,12,2,5
1369,3,2,3,2,12,4,12,2,5
1370,3,2,3,2,12,4,12,2,5
1371,3,2,3,2,12,4,12,2,5
1372,3,2,3,2,12,3,12,2,5
1373,3,2,3,2,12,3,12,2,5
1374,3,2,3,2,11,3,12,2,5
1375,3,2,3,2,11,3,12,2,5
1376,3,2,3,2,11,3,12,2,5
1377,3,2,3,2,11,3,12,2,5
1378,3,2,3,2,11,3,12,2,5
1379,3,2,3,2,11,2,12,1,6
1380,3,2,3,2,11,2,12,1,6
1381,3,2,3,2,11,2,12,1,6
1382,3,2,3,2,11,2,12,1,7
1383,3,2,3,2,11,2,12,1,7
1384,3,2,3,2,11,3,12,1,6
1385,3,2,3,2,11,3,12,1,6
1386,3,2,3,2,11,3,12,1,6
1387,3,2,3,2,11,2,12,1,8
1388,3,2,3,2,11,2,12,1,8
1389,3,2,3,2,11,2,12,1,7
1390,3,2,3,2,11,2,12,1,7
1391,3,2,3,2,11,2,12,1,7
1392,3,2,3,2,10,3,12,1,7
1393,3,2,3,2,10,3,12,1,7
1394,3,2,3,2,10,3,12,1,7
1395,3,2,3,2,10,3,12,1,7
1396,3,2,3,2,10,3,12,1,7
1397,3,2,3,2,11,3,12,1,7
1398,3,2,3,2,11,3,12,1,7
1399,3,2,3,2,10,3,12,1,6
1400,3,2,3,2,10,3,12,1,6
1401,3,2,3,2,10,3,12,1,6
1402,3,2,3,2,10,3,12,1,6
1403,3,2,3,2,10,3,12,1,6
1404,3,2,3,2,10,3,12,1,7
1405,3,2,3,2,10,3,12,1,7
1406,3,2,3,2,10,3,12,1,7
1407,3,2,3,2,10,3,12,1,7
1408,3,2,3,2,10,2,12,1,7
1409,3,2,3,2,10,4,12,0,7
