frame,adaptive_phase,adaptive_state,adaptive_time_left,fixed_phase,fixed_state,fixed_time_left
46,1,GREEN,15.0,1,GREEN,30.0
47,1,GREEN,14.9,1,GREEN,29.9
48,1,GREEN,14.9,1,GREEN,29.9
49,1,GREEN,14.9,1,GREEN,29.9
50,1,GREEN,14.8,1,GREEN,29.8
51,1,GREEN,14.8,1,GREEN,29.8
52,1,GREEN,14.8,1,GREEN,29.8
53,1,GREEN,14.7,1,GREEN,29.7
54,1,GREEN,14.7,1,GREEN,29.7
55,1,GREEN,14.7,1,GREEN,29.7
56,1,GREEN,14.6,1,GREEN,29.6
57,1,GREEN,14.6,1,GREEN,29.6
58,1,GREEN,14.6,1,GREEN,29.6
59,1,GREEN,14.5,1,GREEN,29.5
60,1,GREEN,14.5,1,GREEN,29.5
61,1,GREEN,14.5,1,GREEN,29.5
62,1,GREEN,14.4,1,GREEN,29.4
63,1,GREEN,14.4,1,GREEN,29.4
64,1,GREEN,14.4,1,GREEN,29.4
65,1,GREEN,14.3,1,GREEN,29.3
66,1,GREEN,14.3,1,GREEN,29.3
67,1,GREEN,14.3,1,GREEN,29.3
68,1,GREEN,14.2,1,GREEN,29.2
69,1,GREEN,14.2,1,GREEN,29.2
70,1,GREEN,14.2,1,GREEN,29.2
71,1,GREEN,14.1,1,GREEN,29.1
72,1,GREEN,14.1,1,GREEN,29.1
73,1,GREEN,14.1,1,GREEN,29.1
74,1,GREEN,14.0,1,GREEN,29.0
75,1,GREEN,14.0,1,GREEN,29.0
76,1,GREEN,14.0,1,GREEN,29.0
77,1,GREEN,13.9,1,GREEN,28.9
78,1,GREEN,13.9,1,GREEN,28.9
79,1,GREEN,13.9,1,GREEN,28.9
80,1,GREEN,13.8,1,GREEN,28.8
81,1,GREEN,13.8,1,GREEN,28.8
82,1,GREEN,13.8,1,GREEN,28.8
83,1,GREEN,13.7,1,GREEN,28.7
84,1,GREEN,13.7,1,GREEN,28.7
85,1,GREEN,13.7,1,GREEN,28.7
86,1,GREEN,13.6,1,GREEN,28.6
87,1,GREEN,13.6,1,GREEN,28.6
88,1,GREEN,13.6,1,GREEN,28.6
89,1,GREEN,13.5,1,GREEN,28.5
90,1,GREEN,13.5,1,GREEN,28.5
91,1,GREEN,13.5,1,GREEN,28.5
92,1,GREEN,13.4,1,GREEN,28.4
93,1,GREEN,13.4,1,GREEN,28.4
94,1,GREEN,13.4,1,GREEN,28.4
95,1,GREEN,13.3,1,GREEN,28.3
96,1,GREEN,13.3,1,GREEN,28.3
97,1,GREEN,13.3,1,GREEN,28.3
98,1,GREEN,13.2,1,GREEN,28.2
99,1,GREEN,13.2,1,GREEN,28.2
100,1,GREEN,13.2,1,GREEN,28.2
101,1,GREEN,13.1,1,GREEN,28.1
102,1,GREEN,13.1,1,GREEN,28.1
103,1,GREEN,13.1,1,GREEN,28.1
104,1,GREEN,13.0,1,GREEN,28.0
105,1,GREEN,13.0,1,GREEN,28.0
106,1,GREEN,13.0,1,GREEN,28.0
107,1,GREEN,12.9,1,GREEN,27.9
108,1,GREEN,12.9,1,GREEN,27.9
109,1,GREEN,12.9,1,GREEN,27.9
110,1,GREEN,12.8,1,GREEN,27.8
111,1,GREEN,12.8,1,GREEN,27.8
112,1,GREEN,12.8,1,GREEN,27.8
113,1,GREEN,12.7,1,GREEN,27.7
114,1,GREEN,12.7,1,GREEN,27.7
115,1,GREEN,12.7,1,GREEN,27.7
116,1,GREEN,12.6,1,GREEN,27.6
117,1,GREEN,12.6,1,GREEN,27.6
118,1,GREEN,12.6,1,GREEN,27.6
119,1,GREEN,12.5,1,GREEN,27.5
120,1,GREEN,12.5,1,GREEN,27.5
121,1,GREEN,12.5,1,GREEN,27.5
122,1,GREEN,12.4,1,GREEN,27.4
123,1,GREEN,12.4,1,GREEN,27.4
124,1,GREEN,12.4,1,GREEN,27.4
125,1,GREEN,12.3,1,GREEN,27.3
126,1,GREEN,12.3,1,GREEN,27.3
127,1,GREEN,12.3,1,GREEN,27.3
128,1,GREEN,12.2,1,GREEN,27.2
129,1,GREEN,12.2,1,GREEN,27.2
130,1,GREEN,12.2,1,GREEN,27.2
131,1,GREEN,12.1,1,GREEN,27.1
132,1,GREEN,12.1,1,GREEN,27.1
133,1,GREEN,12.1,1,GREEN,27.1
134,1,GREEN,12.0,1,GREEN,27.0
135,1,GREEN,12.0,1,GREEN,27.0
136,1,GREEN,12.0,1,GREEN,27.0
137,1,GREEN,11.9,1,GREEN,26.9
138,1,GREEN,11.9,1,GREEN,26.9
139,1,GREEN,11.9,1,GREEN,26.9
140,1,GREEN,11.8,1,GREEN,26.8
141,1,GREEN,11.8,1,GREEN,26.8
142,1,GREEN,11.8,1,GREEN,26.8
143,1,GREEN,11.7,1,GREEN,26.7
144,1,GREEN,11.7,1,GREEN,26.7
145,1,GREEN,11.7,1,GREEN,26.7
146,1,GREEN,11.6,1,GREEN,26.6
147,1,GREEN,11.6,1,GREEN,26.6
148,1,GREEN,11.6,1,GREEN,26.6
149,1,GREEN,11.5,1,GREEN,26.5
150,1,GREEN,11.5,1,GREEN,26.5
151,1,GREEN,11.5,1,GREEN,26.5
152,1,GREEN,11.4,1,GREEN,26.4
153,1,GREEN,11.4,1,GREEN,26.4
154,1,GREEN,11.4,1,GREEN,26.4
155,1,GREEN,11.3,1,GREEN,26.3
156,1,GREEN,11.3,1,GREEN,26.3
157,1,GREEN,11.3,1,GREEN,26.3
158,1,GREEN,11.2,1,GREEN,26.2
159,1,GREEN,11.2,1,GREEN,26.2
160,1,GREEN,11.2,1,GREEN,26.2
161,1,GREEN,11.1,1,GREEN,26.1
162,1,GREEN,11.1,1,GREEN,26.1
163,1,GREEN,11.1,1,GREEN,26.1
164,1,GREEN,11.0,1,GREEN,26.0
165,1,GREEN,11.0,1,GREEN,26.0
166,1,GREEN,11.0,1,GREEN,26.0
167,1,GREEN,10.9,1,GREEN,25.9
168,1,GREEN,10.9,1,GREEN,25.9
169,1,GREEN,10.9,1,GREEN,25.9
170,1,GREEN,10.8,1,GREEN,25.8
171,1,GREEN,10.8,1,GREEN,25.8
172,1,GREEN,10.8,1,GREEN,25.8
173,1,GREEN,10.7,1,GREEN,25.7
174,1,GREEN,10.7,1,GREEN,25.7
175,1,GREEN,10.7,1,GREEN,25.7
176,1,GREEN,10.6,1,GREEN,25.6
177,1,GREEN,10.6,1,GREEN,25.6
178,1,GREEN,10.6,1,GREEN,25.6
179,1,GREEN,10.5,1,GREEN,25.5
180,1,GREEN,10.5,1,GREEN,25.5
181,1,GREEN,10.5,1,GREEN,25.5
182,1,GREEN,10.4,1,GREEN,25.4
183,1,GREEN,10.4,1,GREEN,25.4
184,1,GREEN,10.4,1,GREEN,25.4
185,1,GREEN,10.3,1,GREEN,25.3
186,1,GREEN,10.3,1,GREEN,25.3
187,1,GREEN,10.3,1,GREEN,25.3
188,1,GREEN,10.2,1,GREEN,25.2
189,1,GREEN,10.2,1,GREEN,25.2
190,1,GREEN,10.2,1,GREEN,25.2
191,1,GREEN,10.1,1,GREEN,25.1
192,1,GREEN,10.1,1,GREEN,25.1
193,1,GREEN,10.1,1,GREEN,25.1
194,1,GREEN,10.0,1,GREEN,25.0
195,1,GREEN,10.0,1,GREEN,25.0
196,1,GREEN,10.0,1,GREEN,25.0
197,1,GREEN,9.9,1,GREEN,24.9
198,1,GREEN,9.9,1,GREEN,24.9
199,1,GREEN,9.9,1,GREEN,24.9
200,1,GREEN,9.8,1,GREEN,24.8
201,1,GREEN,9.8,1,GREEN,24.8
202,1,GREEN,9.8,1,GREEN,24.8
203,1,GREEN,9.7,1,GREEN,24.7
204,1,GREEN,9.7,1,GREEN,24.7
205,1,GREEN,9.7,1,GREEN,24.7
206,1,GREEN,9.6,1,GREEN,24.6
207,1,GREEN,9.6,1,GREEN,24.6
208,1,GREEN,9.6,1,GREEN,24.6
209,1,GREEN,9.5,1,GREEN,24.5
210,1,GREEN,9.5,1,GREEN,24.5
211,1,GREEN,9.5,1,GREEN,24.5
212,1,GREEN,9.4,1,GREEN,24.4
213,1,GREEN,9.4,1,GREEN,24.4
214,1,GREEN,9.4,1,GREEN,24.4
215,1,GREEN,9.3,1,GREEN,24.3
216,1,GREEN,9.3,1,GREEN,24.3
217,1,GREEN,9.3,1,GREEN,24.3
218,1,GREEN,9.2,1,GREEN,24.2
219,1,GREEN,9.2,1,GREEN,24.2
220,1,GREEN,9.2,1,GREEN,24.2
221,1,GREEN,9.1,1,GREEN,24.1
222,1,GREEN,9.1,1,GREEN,24.1
223,1,GREEN,9.1,1,GREEN,24.1
224,1,GREEN,9.0,1,GREEN,24.0
225,1,GREEN,9.0,1,GREEN,24.0
226,1,GREEN,9.0,1,GREEN,24.0
227,1,GREEN,8.9,1,GREEN,23.9
228,1,GREEN,8.9,1,GREEN,23.9
229,1,GREEN,8.9,1,GREEN,23.9
230,1,GREEN,8.8,1,GREEN,23.8
231,1,GREEN,8.8,1,GREEN,23.8
232,1,GREEN,8.8,1,GREEN,23.8
233,1,GREEN,8.7,1,GREEN,23.7
234,1,GREEN,8.7,1,GREEN,23.7
235,1,GREEN,8.7,1,GREEN,23.7
236,1,GREEN,8.6,1,GREEN,23.6
237,1,GREEN,8.6,1,GREEN,23.6
238,1,GREEN,8.6,1,GREEN,23.6
239,1,GREEN,8.5,1,GREEN,23.5
240,1,GREEN,8.5,1,GREEN,23.5
241,1,GREEN,8.5,1,GREEN,23.5
242,1,GREEN,8.4,1,GREEN,23.4
243,1,GREEN,8.4,1,GREEN,23.4
244,1,GREEN,8.4,1,GREEN,23.4
245,1,GREEN,8.3,1,GREEN,23.3
246,1,GREEN,8.3,1,GREEN,23.3
247,1,GREEN,8.3,1,GREEN,23.3
248,1,GREEN,8.2,1,GREEN,23.2
249,1,GREEN,8.2,1,GREEN,23.2
250,1,GREEN,8.2,1,GREEN,23.2
251,1,GREEN,8.1,1,GREEN,23.1
252,1,GREEN,8.1,1,GREEN,23.1
253,1,GREEN,8.1,1,GREEN,23.1
254,1,GREEN,8.0,1,GREEN,23.0
255,1,GREEN,8.0,1,GREEN,23.0
256,1,GREEN,8.0,1,GREEN,23.0
257,1,GREEN,7.9,1,GREEN,22.9
258,1,GREEN,7.9,1,GREEN,22.9
259,1,GREEN,7.9,1,GREEN,22.9
260,1,GREEN,7.8,1,GREEN,22.8
261,1,GREEN,7.8,1,GREEN,22.8
262,1,GREEN,7.8,1,GREEN,22.8
263,1,GREEN,7.7,1,GREEN,22.7
264,1,GREEN,7.7,1,GREEN,22.7
265,1,GREEN,7.7,1,GREEN,22.7
266,1,GREEN,7.6,1,GREEN,22.6
267,1,GREEN,7.6,1,GREEN,22.6
268,1,GREEN,7.6,1,GREEN,22.6
269,1,GREEN,7.5,1,GREEN,22.5
270,1,GREEN,7.5,1,GREEN,22.5
271,1,GREEN,7.5,1,GREEN,22.5
272,1,GREEN,7.4,1,GREEN,22.4
273,1,GREEN,7.4,1,GREEN,22.4
274,1,GREEN,7.4,1,GREEN,22.4
275,1,GREEN,7.3,1,GREEN,22.3
276,1,GREEN,7.3,1,GREEN,22.3
277,1,GREEN,7.3,1,GREEN,22.3
278,1,GREEN,7.2,1,GREEN,22.2
279,1,GREEN,7.2,1,GREEN,22.2
280,1,GREEN,7.2,1,GREEN,22.2
281,1,GREEN,7.1,1,GREEN,22.1
282,1,GREEN,7.1,1,GREEN,22.1
283,1,GREEN,7.1,1,GREEN,22.1
284,1,GREEN,7.0,1,GREEN,22.0
285,1,GREEN,7.0,1,GREEN,22.0
286,1,GREEN,7.0,1,GREEN,22.0
287,1,GREEN,6.9,1,GREEN,21.9
288,1,GREEN,6.9,1,GREEN,21.9
289,1,GREEN,6.9,1,GREEN,21.9
290,1,GREEN,6.8,1,GREEN,21.8
291,1,GREEN,6.8,1,GREEN,21.8
292,1,GREEN,6.8,1,GREEN,21.8
293,1,GREEN,6.7,1,GREEN,21.7
294,1,GREEN,6.7,1,GREEN,21.7
295,1,GREEN,6.7,1,GREEN,21.7
296,1,GREEN,6.6,1,GREEN,21.6
297,1,GREEN,6.6,1,GREEN,21.6
298,1,GREEN,6.6,1,GREEN,21.6
299,1,GREEN,6.5,1,GREEN,21.5
300,1,GREEN,6.5,1,GREEN,21.5
301,1,GREEN,6.5,1,GREEN,21.5
302,1,GREEN,6.4,1,GREEN,21.4
303,1,GREEN,6.4,1,GREEN,21.4
304,1,GREEN,6.4,1,GREEN,21.4
305,1,GREEN,6.3,1,GREEN,21.3
306,1,GREEN,6.3,1,GREEN,21.3
307,1,GREEN,6.3,1,GREEN,21.3
308,1,GREEN,6.2,1,GREEN,21.2
309,1,GREEN,6.2,1,GREEN,21.2
310,1,GREEN,6.2,1,GREEN,21.2
311,1,GREEN,6.1,1,GREEN,21.1
312,1,GREEN,6.1,1,GREEN,21.1
313,1,GREEN,6.1,1,GREEN,21.1
314,1,GREEN,6.0,1,GREEN,21.0
315,1,GREEN,6.0,1,GREEN,21.0
316,1,GREEN,6.0,1,GREEN,21.0
317,1,GREEN,5.9,1,GREEN,20.9
318,1,GREEN,5.9,1,GREEN,20.9
319,1,GREEN,5.9,1,GREEN,20.9
320,1,GREEN,5.8,1,GREEN,20.8
321,1,GREEN,5.8,1,GREEN,20.8
322,1,GREEN,5.8,1,GREEN,20.8
323,1,GREEN,5.7,1,GREEN,20.7
324,1,GREEN,5.7,1,GREEN,20.7
325,1,GREEN,5.7,1,GREEN,20.7
326,1,GREEN,5.6,1,GREEN,20.6
327,1,GREEN,5.6,1,GREEN,20.6
328,1,GREEN,5.6,1,GREEN,20.6
329,1,GREEN,5.5,1,GREEN,20.5
330,1,GREEN,5.5,1,GREEN,20.5
331,1,GREEN,5.5,1,GREEN,20.5
332,1,GREEN,5.4,1,GREEN,20.4
333,1,GREEN,5.4,1,GREEN,20.4
334,1,GREEN,5.4,1,GREEN,20.4
335,1,GREEN,5.3,1,GREEN,20.3
336,1,GREEN,5.3,1,GREEN,20.3
337,1,GREEN,5.3,1,GREEN,20.3
338,1,GREEN,5.2,1,GREEN,20.2
339,1,GREEN,5.2,1,GREEN,20.2
340,1,GREEN,5.2,1,GREEN,20.2
341,1,GREEN,5.1,1,GREEN,20.1
342,1,GREEN,5.1,1,GREEN,20.1
343,1,GREEN,5.1,1,GREEN,20.1
344,1,GREEN,5.0,1,GREEN,20.0
345,1,GREEN,5.0,1,GREEN,20.0
346,1,GREEN,5.0,1,GREEN,20.0
347,1,GREEN,4.9,1,GREEN,19.9
348,1,GREEN,4.9,1,GREEN,19.9
349,1,GREEN,4.9,1,GREEN,19.9
350,1,GREEN,4.8,1,GREEN,19.8
351,1,GREEN,4.8,1,GREEN,19.8
352,1,GREEN,4.8,1,GREEN,19.8
353,1,GREEN,4.7,1,GREEN,19.7
354,1,GREEN,4.7,1,GREEN,19.7
355,1,GREEN,4.7,1,GREEN,19.7
356,1,GREEN,4.6,1,GREEN,19.6
357,1,GREEN,4.6,1,GREEN,19.6
358,1,GREEN,4.6,1,GREEN,19.6
359,1,GREEN,4.5,1,GREEN,19.5
360,1,GREEN,4.5,1,GREEN,19.5
361,1,GREEN,4.5,1,GREEN,19.5
362,1,GREEN,4.4,1,GREEN,19.4
363,1,GREEN,4.4,1,GREEN,19.4
364,1,GREEN,4.4,1,GREEN,19.4
365,1,GREEN,4.3,1,GREEN,19.3
366,1,GREEN,4.3,1,GREEN,19.3
367,1,GREEN,4.3,1,GREEN,19.3
368,1,GREEN,4.2,1,GREEN,19.2
369,1,GREEN,4.2,1,GREEN,19.2
370,1,GREEN,4.2,1,GREEN,19.2
371,1,GREEN,4.1,1,GREEN,19.1
372,1,GREEN,4.1,1,GREEN,19.1
373,1,GREEN,4.1,1,GREEN,19.1
374,1,GREEN,4.0,1,GREEN,19.0
375,1,GREEN,4.0,1,GREEN,19.0
376,1,GREEN,4.0,1,GREEN,19.0
377,1,GREEN,3.9,1,GREEN,18.9
378,1,GREEN,3.9,1,GREEN,18.9
379,1,GREEN,3.9,1,GREEN,18.9
380,1,GREEN,3.8,1,GREEN,18.8
381,1,GREEN,3.8,1,GREEN,18.8
382,1,GREEN,3.8,1,GREEN,18.8
383,1,GREEN,3.7,1,GREEN,18.7
384,1,GREEN,3.7,1,GREEN,18.7
385,1,GREEN,3.7,1,GREEN,18.7
386,1,GREEN,3.6,1,GREEN,18.6
387,1,GREEN,3.6,1,GREEN,18.6
388,1,GREEN,3.6,1,GREEN,18.6
389,1,GREEN,3.5,1,GREEN,18.5
390,1,GREEN,3.5,1,GREEN,18.5
391,1,GREEN,3.5,1,GREEN,18.5
392,1,GREEN,3.4,1,GREEN,18.4
393,1,GREEN,3.4,1,GREEN,18.4
394,1,GREEN,3.4,1,GREEN,18.4
395,1,GREEN,3.3,1,GREEN,18.3
396,1,GREEN,3.3,1,GREEN,18.3
397,1,GREEN,3.3,1,GREEN,18.3
398,1,GREEN,3.2,1,GREEN,18.2
399,1,GREEN,3.2,1,GREEN,18.2
400,1,GREEN,3.2,1,GREEN,18.2
401,1,GREEN,3.1,1,GREEN,18.1
402,1,GREEN,3.1,1,GREEN,18.1
403,1,GREEN,3.1,1,GREEN,18.1
404,1,GREEN,3.0,1,GREEN,18.0
405,1,GREEN,3.0,1,GREEN,18.0
406,1,GREEN,3.0,1,GREEN,18.0
407,1,GREEN,2.9,1,GREEN,17.9
408,1,GREEN,2.9,1,GREEN,17.9
409,1,GREEN,2.9,1,GREEN,17.9
410,1,GREEN,2.8,1,GREEN,17.8
411,1,GREEN,2.8,1,GREEN,17.8
412,1,GREEN,2.8,1,GREEN,17.8
413,1,GREEN,2.7,1,GREEN,17.7
414,1,GREEN,2.7,1,GREEN,17.7
415,1,GREEN,2.7,1,GREEN,17.7
416,1,GREEN,2.6,1,GREEN,17.6
417,1,GREEN,2.6,1,GREEN,17.6
418,1,GREEN,2.6,1,GREEN,17.6
419,1,GREEN,2.5,1,GREEN,17.5
420,1,GREEN,2.5,1,GREEN,17.5
421,1,GREEN,2.5,1,GREEN,17.5
422,1,GREEN,2.4,1,GREEN,17.4
423,1,GREEN,2.4,1,GREEN,17.4
424,1,GREEN,2.4,1,GREEN,17.4
425,1,GREEN,2.3,1,GREEN,17.3
426,1,GREEN,2.3,1,GREEN,17.3
427,1,GREEN,2.3,1,GREEN,17.3
428,1,GREEN,2.2,1,GREEN,17.2
429,1,GREEN,2.2,1,GREEN,17.2
430,1,GREEN,2.2,1,GREEN,17.2
431,1,GREEN,2.1,1,GREEN,17.1
432,1,GREEN,2.1,1,GREEN,17.1
433,1,GREEN,2.1,1,GREEN,17.1
434,1,GREEN,2.0,1,GREEN,17.0
435,1,GREEN,2.0,1,GREEN,17.0
436,1,GREEN,2.0,1,GREEN,17.0
437,1,GREEN,1.9,1,GREEN,16.9
438,1,GREEN,1.9,1,GREEN,16.9
439,1,GREEN,1.9,1,GREEN,16.9
440,1,GREEN,1.8,1,GREEN,16.8
441,1,GREEN,1.8,1,GREEN,16.8
442,1,GREEN,1.8,1,GREEN,16.8
443,1,GREEN,1.7,1,GREEN,16.7
444,1,GREEN,1.7,1,GREEN,16.7
445,1,GREEN,1.7,1,GREEN,16.7
446,1,GREEN,1.6,1,GREEN,16.6
447,1,GREEN,1.6,1,GREEN,16.6
448,1,GREEN,1.6,1,GREEN,16.6
449,1,GREEN,1.5,1,GREEN,16.5
450,1,GREEN,1.5,1,GREEN,16.5
451,1,GREEN,1.5,1,GREEN,16.5
452,1,GREEN,1.4,1,GREEN,16.4
453,1,GREEN,1.4,1,GREEN,16.4
454,1,GREEN,1.4,1,GREEN,16.4
455,1,GREEN,1.3,1,GREEN,16.3
456,1,GREEN,1.3,1,GREEN,16.3
457,1,GREEN,1.3,1,GREEN,16.3
458,1,GREEN,1.2,1,GREEN,16.2
459,1,GREEN,1.2,1,GREEN,16.2
460,1,GREEN,1.2,1,GREEN,16.2
461,1,GREEN,1.1,1,GREEN,16.1
462,1,GREEN,1.1,1,GREEN,16.1
463,1,GREEN,1.1,1,GREEN,16.1
464,1,GREEN,1.0,1,GREEN,16.0
465,1,GREEN,1.0,1,GREEN,16.0
466,1,GREEN,1.0,1,GREEN,16.0
467,1,GREEN,0.9,1,GREEN,15.9
468,1,GREEN,0.9,1,GREEN,15.9
469,1,GREEN,0.9,1,GREEN,15.9
470,1,GREEN,0.8,1,GREEN,15.8
471,1,GREEN,0.8,1,GREEN,15.8
472,1,GREEN,0.8,1,GREEN,15.8
473,1,GREEN,0.7,1,GREEN,15.7
474,1,GREEN,0.7,1,GREEN,15.7
475,1,GREEN,0.7,1,GREEN,15.7
476,1,GREEN,0.6,1,GREEN,15.6
477,1,GREEN,0.6,1,GREEN,15.6
478,1,GREEN,0.6,1,GREEN,15.6
479,1,GREEN,0.5,1,GREEN,15.5
480,1,GREEN,0.5,1,GREEN,15.5
481,1,GREEN,0.5,1,GREEN,15.5
482,1,GREEN,0.4,1,GREEN,15.4
483,1,GREEN,0.4,1,GREEN,15.4
484,1,GREEN,0.4,1,GREEN,15.4
485,1,GREEN,0.3,1,GREEN,15.3
486,1,GREEN,0.3,1,GREEN,15.3
487,1,GREEN,0.3,1,GREEN,15.3
488,1,GREEN,0.2,1,GREEN,15.2
489,1,GREEN,0.2,1,GREEN,15.2
490,1,GREEN,0.2,1,GREEN,15.2
491,1,GREEN,0.1,1,GREEN,15.1
492,1,GREEN,0.1,1,GREEN,15.1
493,1,GREEN,0.1,1,GREEN,15.1
494,1,GREEN,0.0,1,GREEN,15.0
495,1,YELLOW,0.0,1,GREEN,15.0
496,1,YELLOW,3.0,1,GREEN,15.0
497,1,YELLOW,2.9,1,GREEN,14.9
498,1,YELLOW,2.9,1,GREEN,14.9
499,1,YELLOW,2.9,1,GREEN,14.9
500,1,YELLOW,2.8,1,GREEN,14.8
501,1,YELLOW,2.8,1,GREEN,14.8
502,1,YELLOW,2.8,1,GREEN,14.8
503,1,YELLOW,2.7,1,GREEN,14.7
504,1,YELLOW,2.7,1,GREEN,14.7
505,1,YELLOW,2.7,1,GREEN,14.7
506,1,YELLOW,2.6,1,GREEN,14.6
507,1,YELLOW,2.6,1,GREEN,14.6
508,1,YELLOW,2.6,1,GREEN,14.6
509,1,YELLOW,2.5,1,GREEN,14.5
510,1,YELLOW,2.5,1,GREEN,14.5
511,1,YELLOW,2.5,1,GREEN,14.5
512,1,YELLOW,2.4,1,GREEN,14.4
513,1,YELLOW,2.4,1,GREEN,14.4
514,1,YELLOW,2.4,1,GREEN,14.4
515,1,YELLOW,2.3,1,GREEN,14.3
516,1,YELLOW,2.3,1,GREEN,14.3
517,1,YELLOW,2.3,1,GREEN,14.3
518,1,YELLOW,2.2,1,GREEN,14.2
519,1,YELLOW,2.2,1,GREEN,14.2
520,1,YELLOW,2.2,1,GREEN,14.2
521,1,YELLOW,2.1,1,GREEN,14.1
522,1,YELLOW,2.1,1,GREEN,14.1
523,1,YELLOW,2.1,1,GREEN,14.1
524,1,YELLOW,2.0,1,GREEN,14.0
525,1,YELLOW,2.0,1,GREEN,14.0
526,1,YELLOW,2.0,1,GREEN,14.0
527,1,YELLOW,1.9,1,GREEN,13.9
528,1,YELLOW,1.9,1,GREEN,13.9
529,1,YELLOW,1.9,1,GREEN,13.9
530,1,YELLOW,1.8,1,GREEN,13.8
531,1,YELLOW,1.8,1,GREEN,13.8
532,1,YELLOW,1.8,1,GREEN,13.8
533,1,YELLOW,1.7,1,GREEN,13.7
534,1,YELLOW,1.7,1,GREEN,13.7
535,1,YELLOW,1.7,1,GREEN,13.7
536,1,YELLOW,1.6,1,GREEN,13.6
537,1,YELLOW,1.6,1,GREEN,13.6
538,1,YELLOW,1.6,1,GREEN,13.6
539,1,YELLOW,1.5,1,GREEN,13.5
540,1,YELLOW,1.5,1,GREEN,13.5
541,1,YELLOW,1.5,1,GREEN,13.5
542,1,YELLOW,1.4,1,GREEN,13.4
543,1,YELLOW,1.4,1,GREEN,13.4
544,1,YELLOW,1.4,1,GREEN,13.4
545,1,YELLOW,1.3,1,GREEN,13.3
546,1,YELLOW,1.3,1,GREEN,13.3
547,1,YELLOW,1.3,1,GREEN,13.3
548,1,YELLOW,1.2,1,GREEN,13.2
549,1,YELLOW,1.2,1,GREEN,13.2
550,1,YELLOW,1.2,1,GREEN,13.2
551,1,YELLOW,1.1,1,GREEN,13.1
552,1,YELLOW,1.1,1,GREEN,13.1
553,1,YELLOW,1.1,1,GREEN,13.1
554,1,YELLOW,1.0,1,GREEN,13.0
555,1,YELLOW,1.0,1,GREEN,13.0
556,1,YELLOW,1.0,1,GREEN,13.0
557,1,YELLOW,0.9,1,GREEN,12.9
558,1,YELLOW,0.9,1,GREEN,12.9
559,1,YELLOW,0.9,1,GREEN,12.9
560,1,YELLOW,0.8,1,GREEN,12.8
561,1,YELLOW,0.8,1,GREEN,12.8
562,1,YELLOW,0.8,1,GREEN,12.8
563,1,YELLOW,0.7,1,GREEN,12.7
564,1,YELLOW,0.7,1,GREEN,12.7
565,1,YELLOW,0.7,1,GREEN,12.7
566,1,YELLOW,0.6,1,GREEN,12.6
567,1,YELLOW,0.6,1,GREEN,12.6
568,1,YELLOW,0.6,1,GREEN,12.6
569,1,YELLOW,0.5,1,GREEN,12.5
570,1,YELLOW,0.5,1,GREEN,12.5
571,1,YELLOW,0.5,1,GREEN,12.5
572,1,YELLOW,0.4,1,GREEN,12.4
573,1,YELLOW,0.4,1,GREEN,12.4
574,1,YELLOW,0.4,1,GREEN,12.4
575,1,YELLOW,0.3,1,GREEN,12.3
576,1,YELLOW,0.3,1,GREEN,12.3
577,1,YELLOW,0.3,1,GREEN,12.3
578,1,YELLOW,0.2,1,GREEN,12.2
579,1,YELLOW,0.2,1,GREEN,12.2
580,1,YELLOW,0.2,1,GREEN,12.2
581,1,YELLOW,0.1,1,GREEN,12.1
582,1,YELLOW,0.1,1,GREEN,12.1
583,1,YELLOW,0.1,1,GREEN,12.1
584,1,YELLOW,0.0,1,GREEN,12.0
585,3,GREEN,17.0,1,GREEN,12.0
586,3,GREEN,20.0,1,GREEN,12.0
587,3,GREEN,19.9,1,GREEN,11.9
588,3,GREEN,19.9,1,GREEN,11.9
589,3,GREEN,19.9,1,GREEN,11.9
590,3,GREEN,19.8,1,GREEN,11.8
591,3,GREEN,19.8,1,GREEN,11.8
592,3,GREEN,19.8,1,GREEN,11.8
593,3,GREEN,19.7,1,GREEN,11.7
594,3,GREEN,19.7,1,GREEN,11.7
595,3,GREEN,19.7,1,GREEN,11.7
596,3,GREEN,19.6,1,GREEN,11.6
597,3,GREEN,19.6,1,GREEN,11.6
598,3,GREEN,19.6,1,GREEN,11.6
599,3,GREEN,19.5,1,GREEN,11.5
600,3,GREEN,19.5,1,GREEN,11.5
601,3,GREEN,19.5,1,GREEN,11.5
602,3,GREEN,19.4,1,GREEN,11.4
603,3,GREEN,19.4,1,GREEN,11.4
604,3,GREEN,19.4,1,GREEN,11.4
605,3,GREEN,19.3,1,GREEN,11.3
606,3,GREEN,19.3,1,GREEN,11.3
607,3,GREEN,19.3,1,GREEN,11.3
608,3,GREEN,19.2,1,GREEN,11.2
609,3,GREEN,19.2,1,GREEN,11.2
610,3,GREEN,19.2,1,GREEN,11.2
611,3,GREEN,19.1,1,GREEN,11.1
612,3,GREEN,19.1,1,GREEN,11.1
613,3,GREEN,19.1,1,GREEN,11.1
614,3,GREEN,19.0,1,GREEN,11.0
615,3,GREEN,19.0,1,GREEN,11.0
616,3,GREEN,19.0,1,GREEN,11.0
617,3,GREEN,18.9,1,GREEN,10.9
618,3,GREEN,18.9,1,GREEN,10.9
619,3,GREEN,18.9,1,GREEN,10.9
620,3,GREEN,18.8,1,GREEN,10.8
621,3,GREEN,18.8,1,GREEN,10.8
622,3,GREEN,18.8,1,GREEN,10.8
